588015510343123103,00:00:11.61,+01:01:50.6
587727225690128567,00:00:12.35,-10:32:10.7
587731187814563977,00:00:12.79,+01:07:12.7
587727180596969596,00:00:12.91,-09:00:36.8
587730775499407554,00:00:13.13,+15:52:54.0
587730773888794784,00:00:13.19,+14:35:30.1
588015507658768490,00:00:13.44,-01:12:49.0
587731187277693100,00:00:13.84,+00:39:12.2
587727225690128575,00:00:14.09,-10:28:45.9
587730773351923955,00:00:14.45,+14:12:41.8
587727220876705819,00:00:14.60,+13:55:32.3
587731187277693107,00:00:14.75,+00:40:28.3
587727223024189761,00:00:14.92,+15:43:42.6
587727179523227787,00:00:15.44,-09:53:16.5
587727227837612151,00:00:15.73,-08:53:27.9
587730773888794804,00:00:16.27,+14:43:59.3
587727223024189652,00:00:16.76,+15:41:40.2
587730774425665731,00:00:16.90,+15:02:08.1
587730774962536536,00:00:17.63,+15:25:53.0
587730773888794808,00:00:18.17,+14:31:40.7
587727223024189655,00:00:18.63,+15:43:27.7
587727225153323053,00:00:19.03,-10:52:59.0
587727226763935842,00:00:19.29,-09:37:55.2
587727226763935847,00:00:19.70,-09:41:42.5
587730775499407589,00:00:19.84,+15:53:42.4
587727221413576892,00:00:19.89,+14:22:19.6
587730772815052911,00:00:20.06,+13:50:01.6
587730773351923978,00:00:20.24,+14:11:09.9
587727178986356855,00:00:20.55,-10:20:48.8
587731186740822193,00:00:20.94,+00:12:54.3
587727220876705961,00:00:22.47,+14:03:02.7
587727223561060510,00:00:22.85,+16:08:52.4
587727225690194040,00:00:24.34,-10:24:12.1
587727178449485973,00:00:24.94,-10:48:01.8
587731185667080362,00:00:25.28,-00:25:41.1
588015509806252189,00:00:26.31,+00:35:50.8
587730775499407616,00:00:26.65,+15:54:45.2
587730774425665764,00:00:27.47,+14:57:44.9
587727221950447759,00:00:27.65,+14:56:24.7
587731185667080368,00:00:27.98,-00:26:53.5
587727221413576917,00:00:28.07,+14:22:52.4
587727221413576925,00:00:28.20,+14:25:09.8
587727223024189705,00:00:29.09,+15:42:53.2
587730773888794840,00:00:29.30,+14:37:31.4
587727178449551429,00:00:30.00,-10:38:25.1
587727180596969634,00:00:30.34,-08:57:07.4
588015507658833996,00:00:30.88,-01:12:46.8
587727223024189538,00:00:30.95,+15:35:09.4
587727180060164172,00:00:31.37,-09:27:56.1
587727223561060532,00:00:31.87,+16:06:44.7
587727225690194053,00:00:31.99,-10:33:22.1
587730773888794851,00:00:32.40,+14:34:54.6
587727222487318755,00:00:33.77,+15:11:02.0
587730773888794865,00:00:34.20,+14:37:09.2
587727178449551441,00:00:34.64,-10:39:29.7
588015510343188539,00:00:34.76,+00:51:26.8
587727222487318769,00:00:35.38,+15:13:54.4
587727223024189732,00:00:36.55,+15:45:57.7
587727221413576798,00:00:36.82,+14:27:42.6
587727226763935873,00:00:36.87,-09:41:55.0
587727177912680538,00:00:37.17,-11:02:07.6
587730773888794734,00:00:38.14,+14:37:24.9
587730773888794890,00:00:38.69,+14:35:48.2
587727221950447853,00:00:38.70,+14:53:40.8
587730774962602125,00:00:38.73,+15:24:27.3
587731186204016720,00:00:39.31,-00:00:48.2
587727177912680543,00:00:39.86,-11:09:27.7
588015507658834026,00:00:39.96,-01:11:28.4
587730775499472924,00:00:40.03,+15:56:51.8
587730773888860322,00:00:40.04,+14:33:07.7
588015509269446823,00:00:40.21,+00:09:23.5
588015510343188544,00:00:40.28,+00:56:34.1
587727226763935989,00:00:40.39,-09:40:22.2
588015509269446824,00:00:40.44,+00:01:38.7
587727222487384201,00:00:40.68,+15:19:19.3
587730774962602133,00:00:40.94,+15:23:15.5
587727221413577010,00:00:41.28,+14:29:25.4
587731185130274887,00:00:41.30,-00:57:19.5
587727221413577013,00:00:42.17,+14:30:23.1
587727180597035118,00:00:42.47,-08:56:05.8
587727221413577017,00:00:43.55,+14:31:29.5
587727225690194112,00:00:43.73,-10:25:21.5
587731187277758607,00:00:44.15,+00:40:22.8
587730775499473092,00:00:44.54,+15:55:14.1
587727227837677646,00:00:44.55,-08:43:33.6
587727225690194001,00:00:44.79,-10:24:20.9
587730775499473096,00:00:44.94,+15:51:13.4
587731185667145775,00:00:45.15,-00:29:57.2
587727220876706008,00:00:45.60,+14:04:28.8
587730775499473100,00:00:45.81,+15:58:33.7
588015509269446865,00:00:46.32,+00:03:54.9
587730773888860376,00:00:46.47,+14:38:13.0
587730773351989396,00:00:47.09,+14:18:46.5
587727178449551464,00:00:47.12,-10:48:09.0
587730773351989400,00:00:47.89,+14:16:39.1
587730773888860382,00:00:48.56,+14:33:08.7
587727220876771447,00:00:48.83,+14:00:33.5
587730774425731294,00:00:49.53,+14:58:27.6
587727222487384226,00:00:50.19,+15:21:44.2
588015510343188560,00:00:50.31,+00:54:39.1
587727222487384354,00:00:50.77,+15:12:34.1
587727225153388647,00:00:50.85,-10:59:59.2
587730773351989409,00:00:50.92,+14:14:10.3
587730773351989412,00:00:51.12,+14:15:07.0
587727223024254995,00:00:51.13,+15:42:53.7
587727222487384242,00:00:51.41,+15:15:03.0
588015510343188562,00:00:51.56,+00:53:23.9
588015507658834049,00:00:51.75,-01:11:53.9
587727225690259613,00:00:52.08,-10:35:13.0
587727178986422396,00:00:52.09,-10:17:06.1
587727227837677663,00:00:52.21,-08:44:39.9
587727180060164141,00:00:52.21,-09:31:51.4
587727223561126032,00:00:52.33,+16:07:59.9
587727223561126029,00:00:52.52,+16:05:35.8
587730775499472980,00:00:52.85,+15:55:27.2
587727221413642408,00:00:52.91,+14:24:48.7
588015507658833960,00:00:52.97,-01:10:20.5
588015507658834052,00:00:53.51,-01:06:55.0
587730774962602170,00:00:53.65,+15:33:50.8
587730772815118492,00:00:53.85,+13:50:14.3
587730773888860402,00:00:54.06,+14:40:18.1
587730773351989417,00:00:54.08,+14:07:43.0
587730773351989425,00:00:54.52,+14:12:58.5
587727177912680599,00:00:54.57,-11:01:03.8
587727222487384249,00:00:54.75,+15:13:07.4
587727177912680556,00:00:54.77,-11:11:52.0
587727222487384251,00:00:55.12,+15:21:19.9
587731187277758645,00:00:55.23,+00:43:56.3
587727220876771461,00:00:55.70,+14:01:06.3
587727223561126046,00:00:56.33,+16:05:33.7
587731187277758650,00:00:56.53,+00:45:46.1
588015507658834108,00:00:57.31,-01:06:53.4
587727222487384267,00:00:57.57,+15:16:41.7
587730773351989442,00:00:57.85,+14:11:25.5
587730774962602177,00:00:57.96,+15:23:36.2
587727221950513325,00:00:58.02,+14:51:51.6
587730773888860521,00:00:58.64,+14:32:40.6
587730774425731324,00:01:00.02,+15:03:52.7
587727226764001335,00:01:00.19,-09:36:12.4
587730775499473002,00:01:01.48,+15:57:36.8
587727221950513341,00:01:01.64,+14:51:16.7
588015508732575842,00:01:02.71,-00:15:25.6
588015509269512315,00:01:02.82,+00:04:11.9
587727223561126070,00:01:04.13,+16:03:41.2
587731187814629416,00:01:04.28,+01:10:57.7
587727226764001344,00:01:04.34,-09:40:45.3
587727227300872204,00:01:04.89,-09:09:15.6
587727180060164309,00:01:05.07,-09:29:03.7
587727226764001349,00:01:05.80,-09:42:40.8
587727225690259639,00:01:06.37,-10:24:00.9
587727227300872325,00:01:06.43,-09:14:00.4
587731187814629538,00:01:06.49,+01:03:57.9
587730774962602216,00:01:07.75,+15:28:10.1
587730772815118548,00:01:08.69,+13:51:25.7
587730773888860471,00:01:09.04,+14:35:30.3
588015509269512339,00:01:09.42,+00:05:04.1
587727225690259651,00:01:09.72,-10:32:34.9
587730774962602228,00:01:10.17,+15:27:15.3
587727226227130437,00:01:11.15,-10:01:55.7
587730775499538660,00:01:11.47,+15:59:09.2
587727179523358823,00:01:11.87,-09:45:55.5
587730774962602106,00:01:12.00,+15:28:42.3
587727222487384310,00:01:12.03,+15:21:04.9
588015507658899571,00:01:12.64,-01:13:41.9
587727177912746086,00:01:13.06,-11:06:13.1
587731185130274947,00:01:13.45,-00:59:34.6
587727222487384315,00:01:13.72,+15:10:04.8
587730775499538553,00:01:14.28,+15:47:40.1
587730774425796737,00:01:14.39,+15:07:01.7
587730774962667752,00:01:14.50,+15:25:34.2
587727220876771494,00:01:15.17,+14:00:08.5
588015508195770487,00:01:15.47,-00:48:10.9
587730773888860481,00:01:15.62,+14:40:00.0
587727223561191596,00:01:16.49,+16:10:57.4
587730774425796742,00:01:16.70,+14:57:49.0
587731185130340514,00:01:17.80,-00:56:12.0
587727227837743203,00:01:17.97,-08:45:59.1
587727225690259660,00:01:18.04,-10:25:34.1
587730774962667763,00:01:18.83,+15:28:03.0
587731187814695005,00:01:19.26,+01:05:15.4
588015508732641351,00:01:20.41,-00:13:24.7
587730772815118429,00:01:20.48,+13:44:48.2
587727227837743210,00:01:21.06,-08:54:52.2
587727227300872350,00:01:22.77,-09:12:01.5
587730774962667779,00:01:23.04,+15:33:04.2
587731185130340390,00:01:23.74,-00:51:06.9
587730773888925911,00:01:23.90,+14:33:13.4
587731187277824089,00:01:24.34,+00:43:49.5
587727223024320565,00:01:24.46,+15:42:39.3
587730774425796768,00:01:24.60,+14:58:10.2
587730772815184059,00:01:25.96,+13:48:27.3
587727220876837097,00:01:26.11,+14:00:05.1
587731186204082386,00:01:26.33,-00:01:43.1
587731186204082371,00:01:26.36,-00:12:33.1
587727178986487929,00:01:26.64,-10:11:51.9
588015509806383242,00:01:26.98,+00:26:06.9
587730773352054837,00:01:27.33,+14:11:26.9
587730774962667790,00:01:28.16,+15:22:31.8
588015508732641374,00:01:28.50,-00:13:27.9
587730773888925926,00:01:29.34,+14:43:35.3
588015510343254137,00:01:29.95,+01:02:52.3
588015508732641381,00:01:30.24,-00:14:46.5
588015508195770525,00:01:30.27,-00:48:47.5
587731187277824105,00:01:30.34,+00:45:08.4
587727226227195979,00:01:30.35,-10:08:02.4
587731185667211356,00:01:30.49,-00:30:30.6
587731187277824108,00:01:30.51,+00:39:29.9
587727226227195977,00:01:30.58,-09:58:56.0
587727225690325068,00:01:30.63,-10:27:14.1
587727221413707929,00:01:31.42,+14:24:26.9
587727225690325075,00:01:31.48,-10:28:54.5
587731187814695040,00:01:31.63,+01:05:50.7
587730773352054986,00:01:32.25,+14:11:07.9
588015508195770531,00:01:33.23,-00:43:50.1
587727227837743169,00:01:33.26,-08:48:13.7
587730774425796793,00:01:33.96,+15:04:53.7
587727223561191631,00:01:34.35,+16:00:28.6
587731186740953163,00:01:34.63,+00:16:28.0
587727227837808788,00:01:34.91,-08:51:54.8
587727180597100706,00:01:34.98,-08:57:27.8
587730773888925938,00:01:35.20,+14:32:36.8
587730773888925943,00:01:35.60,+14:39:33.8
588015508732641394,00:01:35.73,-00:23:42.6
587727178449617063,00:01:36.65,-10:36:18.8
587727221413707961,00:01:37.68,+14:30:09.1
587730772815183955,00:01:38.29,+13:45:09.6
587730772815184076,00:01:38.44,+13:49:37.5
587727178449682514,00:01:39.87,-10:46:01.6
587731185667211384,00:01:40.18,-00:33:50.6
587731187814695060,00:01:40.21,+01:05:31.2
587730772815184085,00:01:40.83,+13:50:20.3
587731186204082435,00:01:41.19,-00:02:57.1
588015510343319643,00:01:41.26,+01:01:02.1
587727223024320753,00:01:42.00,+15:39:08.0
588015508732706995,00:01:42.92,-00:16:43.6
587727177912811683,00:01:44.23,-11:12:22.0
587727222487449835,00:01:44.41,+15:12:15.1
587727221950578830,00:01:44.57,+14:53:51.5
587730775499538643,00:01:45.42,+15:58:04.3
587731187277824135,00:01:46.42,+00:45:01.7
587727221413707989,00:01:47.08,+14:20:51.9
587727227300937866,00:01:47.31,-09:17:23.5
587727179523424327,00:01:48.10,-09:45:46.9
587727180597166239,00:01:48.63,-09:04:14.6
587731187277824148,00:01:48.66,+00:43:49.9
587727226764066944,00:01:48.75,-09:34:34.6
587731185667211409,00:01:48.91,-00:36:05.8
587727178986553443,00:01:49.10,-10:13:14.6
587727221413708006,00:01:49.53,+14:26:22.9
587730774962667849,00:01:49.57,+15:24:38.8
588015509806448799,00:01:49.57,+00:34:01.0
587727226764066934,00:01:49.57,-09:41:37.8
587727221413708009,00:01:49.78,+14:30:48.0
587727227837808746,00:01:50.18,-08:47:42.7
588015510343319664,00:01:50.32,+01:01:55.3
587727222487449853,00:01:50.87,+15:15:18.1
588015508195836021,00:01:50.89,-00:39:13.7
587727180060295268,00:01:51.29,-09:24:30.4
587727221413708014,00:01:51.33,+14:27:54.1
587727178986553454,00:01:52.34,-10:19:26.5
587730774425862334,00:01:52.41,+14:59:12.7
587730774425862345,00:01:53.36,+15:02:02.4
587727226764066969,00:01:53.50,-09:42:29.0
587727223561257129,00:01:53.70,+16:08:15.5
587727177912811621,00:01:54.04,-11:01:53.5
587727180597166190,00:01:54.76,-08:56:03.6
587727221950578862,00:01:55.08,+14:51:08.8
588015509269577878,00:01:55.24,+00:02:51.9
588015509806448831,00:01:55.41,+00:32:46.7
587727223024386231,00:01:55.96,+15:37:06.6
587730773352120459,00:01:56.61,+14:13:06.7
587731187814760571,00:01:56.84,+01:09:24.7
587727225690325040,00:01:57.24,-10:31:17.3
587727221413708028,00:01:57.28,+14:30:48.5
587730774962733276,00:01:57.95,+15:28:21.2
587727225153454232,00:01:58.08,-10:57:24.1
587730774962733280,00:01:58.42,+15:30:14.6
587727225690325139,00:01:58.97,-10:33:25.9
587731185130406004,00:01:59.00,-00:57:52.1
587730774425862186,00:02:00.83,+15:01:32.3
587727179523424358,00:02:00.90,-09:45:48.1
588015508732706966,00:02:00.92,-00:20:35.3
587731186741018817,00:02:01.83,+00:20:49.2
588015507658965108,00:02:02.70,-01:05:08.9
588015509269577819,00:02:02.81,+00:04:36.7
587727179523424363,00:02:02.96,-09:48:14.2
587727225690325058,00:02:02.96,-10:30:38.0
587727226764066999,00:02:03.09,-09:36:51.4
588015509806448889,00:02:03.14,+00:36:28.7
587730773888991357,00:02:03.49,+14:40:02.0
587731187277889699,00:02:03.61,+00:37:54.7
587731185667276822,00:02:03.65,-00:33:37.2
587730772815249544,00:02:03.71,+13:44:51.3
587731185130406019,00:02:03.75,-00:54:25.3
587730774425862374,00:02:03.92,+15:03:18.5
587730774962733143,00:02:03.99,+15:24:14.2
587727177912811649,00:02:04.11,-11:13:38.2
587727177912811646,00:02:04.26,-11:02:41.4
588015507658965120,00:02:04.70,-01:03:29.2
587727225153519678,00:02:05.13,-10:55:02.0
587727177912811659,00:02:05.65,-11:12:38.1
587727178986553501,00:02:06.09,-10:18:43.3
587727225690390711,00:02:06.14,-10:27:53.7
587727178986553395,00:02:06.34,-10:13:06.8
587727227300937903,00:02:06.36,-09:12:08.0
587727226764067012,00:02:06.50,-09:42:44.5
587730774962733311,00:02:08.30,+15:26:58.7
587727225153519686,00:02:08.48,-10:56:41.4
587727226227261490,00:02:08.48,-10:04:28.0
588015508195836058,00:02:09.03,-00:42:44.7
588015509806448863,00:02:09.11,+00:33:11.7
587727225690390757,00:02:09.39,-10:25:09.5
587727225153519692,00:02:10.12,-10:50:44.7
587730773352120483,00:02:10.20,+14:08:10.4
587727226227261583,00:02:10.27,-10:03:19.0
587731185130406039,00:02:10.65,-00:57:59.3
587730774962733325,00:02:10.69,+15:25:57.0
587730774962733320,00:02:10.75,+15:23:42.7
587727226764132426,00:02:10.83,-09:42:56.5
587727177912811707,00:02:11.76,-11:07:29.4
588015509269577925,00:02:12.57,+00:00:17.0
588015508195836063,00:02:12.58,-00:40:49.5
588015508732706983,00:02:12.77,-00:18:09.1
587730774425862417,00:02:13.68,+14:58:33.8
587731186204147841,00:02:13.95,-00:01:15.4
587731187277889719,00:02:13.97,+00:46:28.0
587727221413773686,00:02:14.78,+14:29:16.1
587730773888991473,00:02:15.93,+14:40:18.5
588015509806514263,00:02:16.42,+00:26:04.8
587727226227261512,00:02:16.73,-10:03:31.9
588015510343385161,00:02:16.90,+00:54:33.6
587727178449748084,00:02:17.41,-10:40:41.0
588015508732772465,00:02:17.54,-00:20:36.5
587730772815249581,00:02:18.08,+13:46:41.7
587727177912877125,00:02:18.21,-11:01:39.5
587727223024386292,00:02:19.21,+15:37:59.7
587727226764132436,00:02:19.53,-09:45:25.6
587727226227261516,00:02:19.55,-10:01:11.5
588015508195901549,00:02:19.98,-00:49:48.4
588015510343385169,00:02:21.24,+00:56:14.3
587730774962733367,00:02:22.04,+15:25:11.1
587731187277889746,00:02:22.35,+00:39:39.9
587730773888991484,00:02:22.63,+14:43:52.6
587730774425862289,00:02:23.18,+15:06:59.1
588015509806514280,00:02:24.66,+00:32:06.6
587727222487515236,00:02:25.62,+15:21:56.7
587727180060360933,00:02:25.75,-09:21:59.9
587730774962733379,00:02:25.94,+15:30:13.7
587727225153519711,00:02:26.68,-10:55:58.6
587727179523489881,00:02:27.16,-09:53:01.3
587730773888991409,00:02:27.23,+14:33:33.5
587727223561257225,00:02:27.29,+16:04:42.5
588015509269643351,00:02:28.07,+00:08:22.4
587727179523489891,00:02:28.70,-09:47:01.7
587730774962798744,00:02:28.81,+15:27:09.0
588015508195901494,00:02:29.50,-00:45:34.0
588015509806514294,00:02:29.77,+00:27:37.0
588015510343385188,00:02:29.80,+00:53:16.4
587727225153519717,00:02:30.21,-10:54:06.6
587727178986618918,00:02:30.63,-10:13:14.6
587730773888991429,00:02:30.84,+14:36:48.8
587727178986619025,00:02:31.34,-10:17:41.7
587727221413773593,00:02:31.50,+14:24:01.2
587727223024451703,00:02:32.51,+15:37:27.2
587727220876902662,00:02:33.63,+14:04:57.5
587727225690390690,00:02:33.93,-10:25:24.3
587727220876902664,00:02:34.44,+13:58:00.9
588015508195901580,00:02:34.72,-00:40:56.4
587731187277955173,00:02:35.16,+00:42:14.5
587727180060360822,00:02:36.13,-09:31:04.6
588015509806514333,00:02:36.20,+00:25:16.3
588015509806514336,00:02:36.36,+00:29:44.6
587730775499669670,00:02:36.44,+15:48:23.3
587730774425927834,00:02:36.47,+14:58:29.6
587730772815315036,00:02:37.16,+13:45:49.6
588015508732772505,00:02:37.55,-00:22:27.3
587727221413838976,00:02:37.78,+14:32:05.9
587730773889056951,00:02:38.36,+14:38:48.8
587730774425927738,00:02:38.57,+15:03:47.8
587731186741084255,00:02:38.70,+00:23:09.9
587727223561322670,00:02:38.81,+16:01:03.4
587731185667342459,00:02:39.60,-00:30:57.1
588015510343385206,00:02:39.65,+00:56:33.6
588015510343385213,00:02:39.90,+01:00:40.6
588015507659030729,00:02:40.05,-01:07:50.6
587727220876968118,00:02:40.87,+13:57:34.0
588015509269643379,00:02:41.21,+00:04:59.7
587727220876968212,00:02:41.69,+14:01:41.5
587731187814826082,00:02:42.60,+01:03:01.0
587727223024451741,00:02:42.66,+15:46:20.6
588015508732772569,00:02:43.07,-00:24:34.0
587727226227327015,00:02:43.09,-10:00:39.2
588015509806514365,00:02:43.09,+00:34:19.2
587727178449748118,00:02:43.28,-10:43:15.3
587731185667342479,00:02:44.64,-00:30:35.2
587730772815315056,00:02:45.33,+13:44:18.2
587727225690456143,00:02:45.39,-10:34:29.5
587731185130471577,00:02:45.40,-00:59:36.6
587727179523489920,00:02:47.48,-09:48:58.0
587730772815314960,00:02:47.69,+13:53:52.1
587727180597231723,00:02:47.86,-09:02:42.2
587730774962798805,00:02:47.92,+15:30:48.0
588015509806514377,00:02:48.88,+00:28:34.2
587727226227327033,00:02:48.90,-10:08:24.8
587727180060360857,00:02:49.04,-09:25:47.2
587731187277955213,00:02:49.07,+00:45:04.8
587727177912877107,00:02:49.13,-11:07:35.0
587727223024451765,00:02:50.56,+15:46:19.3
587727223561322712,00:02:51.24,+16:04:23.0
587727178449748132,00:02:51.38,-10:38:17.2
587727220876968225,00:02:51.51,+14:03:31.0
587727223024451767,00:02:51.58,+15:39:17.4
588015509269708902,00:02:51.61,+00:08:00.7
588015509806579799,00:02:51.73,+00:25:45.6
587727223561322718,00:02:51.97,+16:03:14.2
587731187277955231,00:02:52.10,+00:39:34.4
587731187814826103,00:02:52.34,+01:07:01.6
588015509269708903,00:02:52.70,+00:00:29.9
587727226227327040,00:02:52.84,-10:08:27.9
588015510343450869,00:02:53.20,+00:56:49.6
587727225153585342,00:02:54.30,-10:53:14.1
587727180060360863,00:02:54.40,-09:30:58.1
587727223024451783,00:02:55.67,+15:40:41.4
588015508195967068,00:02:56.55,-00:47:33.8
587731187277955130,00:02:56.63,+00:46:21.5
587727226227327044,00:02:56.80,-10:03:33.3
587727178449813514,00:02:57.20,-10:43:30.5
587730773889056992,00:02:57.28,+14:42:14.8
587730773352186024,00:02:57.86,+14:09:50.2
587731187814826117,00:02:57.87,+01:07:54.7
587727179523555414,00:02:57.88,-09:57:17.3
588015509806579818,00:02:58.04,+00:30:16.6
587730773352186030,00:02:58.10,+14:18:23.5
587731186204213315,00:02:58.11,-00:11:01.4
588015509269708809,00:02:58.59,+00:08:31.2
587731186741084316,00:02:59.42,+00:18:15.6
587727226227327047,00:02:59.99,-10:01:00.8
588015509806579822,00:03:00.47,+00:34:14.0
587731185130471602,00:03:00.98,-00:56:47.7
588015509269708821,00:03:01.20,+00:03:38.7
588015508732838032,00:03:01.47,-00:19:01.9
587727223024451814,00:03:01.66,+15:40:30.0
587727223561322743,00:03:02.61,+16:07:31.2
587730773352186042,00:03:03.36,+14:15:46.4
587730775499735176,00:03:03.41,+15:48:02.9
587730774962864237,00:03:04.05,+15:31:48.1
587730772815315011,00:03:04.30,+13:45:01.9
587730772815315094,00:03:04.79,+13:51:48.0
587727220876968102,00:03:05.15,+13:55:34.8
587727226227327058,00:03:05.67,-10:03:01.0
587730774962864246,00:03:06.15,+15:30:12.4
587730774425993324,00:03:06.58,+14:59:03.6
587727223561388166,00:03:06.59,+16:07:51.1
587730775499735181,00:03:06.59,+15:55:24.8
587727222487580957,00:03:07.65,+15:17:07.0
587730775499735284,00:03:08.14,+15:58:37.3
587730774962864138,00:03:08.23,+15:33:48.8
587730775499735187,00:03:08.48,+15:48:42.2
588015508195967105,00:03:09.07,-00:45:08.2
587731187814891643,00:03:09.65,+01:06:57.6
587730773889122415,00:03:09.96,+14:37:24.3
587730772815315104,00:03:11.03,+13:46:39.5
587727178986684545,00:03:11.23,-10:14:21.0
587730775499735086,00:03:11.27,+15:57:56.6
587727223561388175,00:03:11.37,+16:03:27.5
587727226764198090,00:03:12.00,-09:34:49.7
587730772815380481,00:03:12.05,+13:54:35.3
587727225153585219,00:03:12.30,-10:50:05.3
587727180597297262,00:03:12.86,-09:01:54.7
587730774425993339,00:03:12.89,+15:00:57.0
587727225690456202,00:03:13.87,-10:27:04.5
587731186204278841,00:03:14.90,-00:02:17.7
587730774962864272,00:03:14.98,+15:24:26.8
587731187814891662,00:03:14.99,+01:06:02.5
587730775499735203,00:03:15.14,+15:55:08.7
587727223561388205,00:03:15.25,+16:02:53.8
587727227301068930,00:03:15.41,-09:18:36.6
587731186741149828,00:03:15.52,+00:16:45.4
587731185130536982,00:03:15.61,-00:59:47.3
588015510343450756,00:03:16.15,+00:54:53.6
588015510343450672,00:03:17.55,+00:56:15.7
587730774962864284,00:03:17.72,+15:31:27.1
587727227837939829,00:03:17.79,-08:52:32.8
587731187278020738,00:03:18.21,+00:48:44.3
587730775499735216,00:03:18.31,+15:56:12.2
587727178449813634,00:03:18.57,-10:45:23.0
588015510343450773,00:03:19.08,+00:52:45.5
587731185667407966,00:03:20.58,-00:31:36.0
587727225153650837,00:03:20.59,-10:57:33.0
587730773889122444,00:03:20.84,+14:40:23.9
587727177912942710,00:03:20.84,-11:06:13.2
587727226227392604,00:03:21.63,-09:58:59.8
587730773352251539,00:03:22.01,+14:08:54.5
587727178449813547,00:03:22.22,-10:46:14.2
587731187814891689,00:03:22.49,+01:03:28.4
587731187814891701,00:03:23.74,+01:05:59.7
587727221413904560,00:03:25.64,+14:28:37.7
587727177912942719,00:03:25.90,-11:02:49.7
587727221413904414,00:03:26.03,+14:27:17.1
588015510343516252,00:03:26.66,+00:55:53.7
587731187814891711,00:03:26.86,+01:04:50.6
587731187814891713,00:03:27.50,+01:05:51.9
587727178449813647,00:03:27.53,-10:40:35.2
587727223561388310,00:03:28.07,+16:10:00.4
588015508196032599,00:03:28.10,-00:38:43.6
587727178449813659,00:03:28.26,-10:36:35.4
588015510343516256,00:03:28.36,+00:53:44.9
587727221413904572,00:03:28.40,+14:29:21.9
588015509806645356,00:03:28.52,+00:27:30.2
587731187278020756,00:03:28.73,+00:40:37.3
587727220877033629,00:03:29.38,+14:00:30.6
588015508196032671,00:03:29.57,-00:43:33.4
587730774425993368,00:03:29.83,+15:07:08.5
587727177913008212,00:03:29.84,-11:04:36.7
587730774962864417,00:03:30.04,+15:34:10.5
588015508732903437,00:03:30.05,-00:19:25.1
587730774425993369,00:03:30.16,+15:04:32.1
587727178449879151,00:03:30.20,-10:47:11.4
587731185667407993,00:03:30.82,-00:33:56.6
587731187814891727,00:03:30.91,+01:03:32.2
588015508732903514,00:03:30.95,-00:16:52.3
588015507659161666,00:03:31.54,-01:09:29.8
587727178449879045,00:03:32.13,-10:44:40.8
587727220877033633,00:03:32.18,+13:57:42.4
588015510343516269,00:03:32.27,+00:52:58.2
587731187814891733,00:03:32.95,+01:04:50.0
588015509806645382,00:03:33.92,+00:36:51.5
587727223561388250,00:03:34.24,+16:11:09.3
587727220877033643,00:03:34.57,+14:01:41.1
587730774425993387,00:03:34.57,+15:09:50.1
587727180060491865,00:03:34.70,-09:30:40.8
588015510343516279,00:03:35.02,+01:02:45.0
588015510343516283,00:03:35.78,+00:54:33.2
587727222487646510,00:03:36.64,+15:10:44.8
587730773352251582,00:03:36.67,+14:14:34.0
587731186741149883,00:03:37.38,+00:14:34.9
587727220877033658,00:03:38.31,+13:58:23.0
588015510343516291,00:03:38.53,+00:53:12.9
587727223561388133,00:03:38.94,+16:02:20.6
587727223561388259,00:03:39.89,+16:07:03.8
